name,team,league,games,at_bats,runs,hits,doubles,triples,home_runs,rbis,stolen,caught,walks,strikeout,hbp,sf,ibb,id
Luis Rengifo#,LAA,AL,127,489,45,129,22,4,17,52,6,2,17,79,4,0,0,rengilu01
Franmil Reyes,TOT,MLB,118,438,43,97,17,2,14,47,2,1,30,157,2,3,0,reyesfr01
Franmil Reyes,CLE,AL,70,263,24,56,9,0,9,28,2,0,14,104,1,2,0,reyesfr01
Franmil Reyes,CHC,NL,48,175,19,41,8,2,5,19,0,1,16,53,1,1,0,reyesfr01
Pablo Reyes,MIL,NL,5,15,1,4,0,0,0,0,0,0,1,2,0,0,0,reyespa01
Victor Reyes#,DET,AL,92,315,27,80,19,3,3,34,2,2,13,77,4,4,0,reyesvi01
Bryan Reynolds#,PIT,NL,145,542,74,142,19,4,27,62,7,3,56,141,14,2,6,reynobr01
Matt Reynolds,TOT,NL,93,244,31,60,10,1,3,23,5,0,26,78,1,1,0,reynoma03
Matt Reynolds,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reynoma03
Matt Reynolds,CIN,NL,92,244,31,60,10,1,3,23,5,0,26,78,1,1,0,reynoma03
JT Riddle*,CIN,NL,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,riddljt01
Austin Riley,ATL,NL,159,615,90,168,39,2,38,93,2,0,57,168,17,4,1,rileyau01
Edwin Rios*,LAD,NL,27,86,12,21,1,0,7,17,0,1,5,36,1,0,1,riosed01
Alfonso Rivas*,CHC,NL,101,251,27,59,5,2,3,25,6,1,29,87,4,2,1,rivasal01
Emmanuel Rivera,TOT,MLB,102,330,46,77,16,3,12,40,1,2,23,83,5,1,0,riverem01
Emmanuel Rivera,KCR,AL,63,198,24,47,8,3,6,22,0,0,11,46,2,0,0,riverem01
Emmanuel Rivera,ARI,NL,39,132,22,30,8,0,6,18,1,2,12,37,3,1,0,riverem01
Sebastian Rivero,KCR,AL,17,26,2,4,0,0,0,1,0,0,2,10,0,0,0,riverse01
Anthony Rizzo*,NYY,AL,130,465,77,104,21,1,32,75,6,5,58,101,23,2,6,rizzoan01
Luis Robert,CHW,AL,98,380,54,108,18,0,12,56,11,3,17,77,3,1,1,roberlu01
David Robertson,TOT,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,roberda08
David Robertson,CHC,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,roberda08
Kramer Robertson,STL,NL,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,roberkr01
Chuckie Robinson,CIN,NL,25,59,3,8,2,0,2,5,0,0,0,17,0,0,0,robinch04
Victor Robles,WSN,NL,132,366,42,82,10,2,6,33,15,4,17,104,9,4,0,roblevi01
Brendan Rodgers,COL,NL,137,527,72,140,30,3,13,63,0,0,46,101,3,5,0,rodgebr02
Joely Rodriguez*,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rodrijo06
Julio Rodriguez,SEA,AL,132,511,84,145,25,3,28,75,25,7,40,145,8,1,4,rodriju01
Taylor Rogers*,TOT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rogerta01
Taylor Rogers*,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rogerta01
Jose Rojas*,LAA,AL,22,56,1,7,2,0,0,1,0,0,0,19,1,0,0,rojasjo02
Josh Rojas*,ARI,NL,125,443,66,119,25,1,9,56,23,3,55,98,2,5,2,rojasjo01
Miguel Rojas,MIA,NL,140,471,34,111,19,2,6,36,9,3,26,61,6,3,1,rojasmi02
JoJo Romero*,TOT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,romerjo01
JoJo Romero*,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,romerjo01
Austin Romine,TOT,MLB,51,129,10,20,3,0,3,9,0,0,4,46,1,0,0,rominau01
Austin Romine,TOT,NL,48,121,10,18,3,0,3,9,0,0,4,43,1,0,0,rominau01
Austin Romine,LAA,AL,3,8,0,2,0,0,0,0,0,0,0,3,0,0,0,rominau01
Austin Romine,STL,NL,11,26,2,4,1,0,0,0,0,0,2,7,0,0,0,rominau01
Austin Romine,CIN,NL,37,95,8,14,2,0,3,9,0,0,2,36,1,0,0,rominau01
Brent Rooker,TOT,MLB,16,32,1,4,1,0,0,2,0,0,3,11,1,0,0,rookebr01
Brent Rooker,SDP,NL,2,7,0,0,0,0,0,0,0,0,0,4,0,0,0,rookebr01
Brent Rooker,KCR,AL,14,25,1,4,1,0,0,2,0,0,3,7,1,0,0,rookebr01
Amed Rosario,CLE,AL,153,637,86,180,26,9,11,71,18,4,25,111,4,4,0,rosaram01
Eddie Rosario*,ATL,NL,80,250,27,53,12,1,5,24,3,0,17,68,0,3,0,rosared01
Eguy Rosario,SDP,NL,7,5,0,1,0,0,0,0,0,0,1,2,0,0,0,rosareg01
Darin Ruf,TOT,NL,118,334,52,68,12,0,11,45,2,0,45,105,6,3,0,rufda01
Darin Ruf,SFG,NL,90,268,46,58,9,0,11,38,2,0,40,85,5,1,0,rufda01
Darin Ruf,NYM,NL,28,66,6,10,3,0,0,7,0,0,5,20,1,2,0,rufda01
Esteury Ruiz,TOT,NL,17,35,3,6,1,1,0,2,1,2,1,7,0,0,0,ruizes01
Esteury Ruiz,SDP,NL,14,27,1,6,1,1,0,2,1,2,0,5,0,0,0,ruizes01
Esteury Ruiz,MIL,NL,3,8,2,0,0,0,0,0,0,0,1,2,0,0,0,ruizes01
Keibert Ruiz#,WSN,NL,112,394,33,99,22,0,7,36,6,1,30,50,6,2,0,ruizke01
Adley Rutschman#,BAL,AL,113,398,70,101,35,1,13,42,4,0,65,86,4,3,0,rutscad01
Gary Sanchez,MIN,AL,128,419,42,86,24,0,16,61,2,0,40,136,7,5,0,sanchga02
Jesus Sanchez*,MIA,NL,98,313,38,67,14,3,13,36,1,0,26,92,3,1,0,sanchje02
Yolmer Sanchez#,TOT,MLB,17,37,1,4,0,0,0,2,0,2,5,13,0,0,0,sanchca01
Yolmer Sanchez#,BOS,AL,14,37,1,4,0,0,0,2,0,2,5,13,0,0,0,sanchca01
Yolmer Sanchez#,NYM,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanchca01
Donny Sands,PHI,NL,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,sandsdo01
Reiver Sanmartin*,CIN,NL,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,sanmare01
Miguel Sano,MIN,AL,20,60,1,5,0,0,1,3,1,0,9,25,1,1,0,sanomi01
Carlos Santana#,TOT,AL,131,431,52,87,18,0,19,60,0,0,71,88,2,2,2,santaca01
Carlos Santana#,KCR,AL,52,176,17,38,10,0,4,21,0,0,36,28,0,0,1,santaca01
Carlos Santana#,SEA,AL,79,255,35,49,8,0,15,39,0,0,35,60,2,2,1,santaca01
Anthony Santander#,BAL,AL,152,574,78,138,24,0,33,89,0,2,55,122,13,5,1,santaan02
Clarke Schmidt,NYY,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,schmicl01
Jonathan Schoop,DET,AL,131,481,48,97,23,1,11,38,5,0,19,107,6,4,1,schoojo01
Max Schrock*,CIN,NL,13,26,1,4,0,0,0,1,0,0,1,6,0,0,0,schroma01
Kyle Schwarber*,PHI,NL,155,577,100,126,21,3,46,94,10,1,86,200,4,2,3,schwaky01
Frank Schwindel,CHC,NL,75,271,23,62,11,0,8,36,0,0,19,58,0,2,1,schwifr01
Tanner Scott,MIA,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scottta01
Corey Seager*,TEX,AL,151,593,91,145,24,1,33,83,3,0,58,103,7,5,7,seageco01
Jean Segura,PHI,NL,98,354,45,98,9,0,10,33,13,6,25,58,7,1,1,segurje01
Marcus Semien,TEX,AL,161,657,101,163,31,5,26,83,25,8,53,120,4,10,0,semiema01
Nick Senzel,CIN,NL,110,373,45,86,13,0,5,25,8,5,30,76,5,1,0,senzeni01
Brian Serven,COL,NL,62,187,19,38,4,1,6,16,0,0,13,44,2,1,0,servebr01
Anderson Severino*,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,severan01
Pedro Severino,MIL,NL,8,18,0,4,2,0,0,1,0,0,3,7,0,0,0,severpe01
Paul Sewald,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sewalpa01
Bryan Shaw#,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shawbr01
Travis Shaw*,BOS,AL,7,19,0,0,0,0,0,0,0,0,0,7,0,0,0,shawtr01
Gavin Sheets*,CHW,AL,124,377,34,91,19,0,15,53,0,0,27,86,3,3,0,sheetga01
Zack Short,DET,AL,6,9,2,0,0,0,0,2,1,0,2,5,0,2,0,shortza01
Chasen Shreve*,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shrevch01
Mike Siani*,CIN,NL,9,24,1,4,0,0,0,0,0,1,0,7,0,0,0,sianimi01
Magneuris Sierra*,LAA,AL,45,91,7,15,1,3,0,5,6,1,4,25,0,0,0,sierrma01
Andrelton Simmons,CHC,NL,34,75,8,13,1,0,0,7,4,0,7,13,0,0,0,simmoan01
Jose Siri,TOT,AL,104,301,53,64,13,2,7,24,14,2,20,108,3,1,0,sirijo01
Jose Siri,HOU,AL,48,135,18,24,4,2,3,10,6,1,9,48,2,1,0,sirijo01
Jose Siri,TBR,AL,56,166,35,40,9,0,4,14,8,1,11,60,1,0,0,sirijo01
Austin Slater,SFG,NL,125,277,49,73,15,2,7,34,12,1,40,89,6,2,0,slateau01
Dominic Smith*,NYM,NL,58,134,11,26,10,1,0,17,0,0,12,37,4,2,0,smithdo02
Josh Smith*,TEX,AL,73,213,23,42,5,0,2,16,4,3,28,50,7,3,0,smithjo11
Kevin Smith,OAK,AL,47,139,9,25,9,1,2,13,4,0,7,42,0,2,0,smithke05
Pavin Smith*,ARI,NL,75,245,24,54,9,0,9,33,1,0,28,67,1,3,1,smithpa04
Will Smith,LAD,NL,137,508,68,132,26,3,24,87,1,0,56,96,10,4,4,smithwi05
Canaan Smith-Njigba*,PIT,NL,3,5,1,1,1,0,0,0,0,0,1,0,1,0,0,smithca05
Collin Snider,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snideco01
Nick Solak,TEX,AL,35,82,14,17,1,0,3,4,3,2,7,19,5,0,0,solakni01
Donovan Solano,CIN,NL,80,278,22,79,16,0,4,24,0,0,19,61,5,2,1,solando01
Jorge Soler,MIA,NL,72,270,32,56,13,0,13,34,0,2,31,90,3,1,1,solerjo01
Edmundo Sosa,TOT,NL,78,176,26,40,11,4,2,21,6,1,5,50,7,1,0,sosaed01
Edmundo Sosa,STL,NL,53,122,17,23,4,3,0,8,3,1,4,38,5,0,0,sosaed01
Edmundo Sosa,PHI,NL,25,54,9,17,7,1,2,13,3,0,1,12,2,1,0,sosaed01
Lenyn Sosa,CHW,AL,11,35,3,4,1,0,1,1,0,0,1,12,0,0,0,sosale01
Juan Soto*,TOT,NL,153,524,93,127,25,2,27,62,6,2,135,96,4,0,6,sotoju01
Juan Soto*,WSN,NL,101,342,62,84,17,1,21,46,6,2,91,62,3,0,4,sotoju01
Juan Soto*,SDP,NL,52,182,31,43,8,1,6,16,0,0,44,34,1,0,2,sotoju01
Livan Soto*,LAA,AL,18,55,9,22,5,1,1,9,1,1,2,13,0,1,0,sotoli01
Steven Souza Jr.,SEA,AL,6,19,0,3,0,0,0,1,0,0,0,8,0,0,0,souzast01
Cory Spangenberg*,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spangco01
George Springer,TOR,AL,133,513,89,137,22,4,25,76,14,2,54,100,7,5,1,springe01
Jacob Stallings,MIA,NL,114,346,25,77,12,0,4,34,0,1,29,83,6,2,0,stallja01
Giancarlo Stanton,NYY,AL,110,398,53,84,7,0,31,78,0,0,50,137,0,3,2,stantmi03
Max Stassi,LAA,AL,102,333,32,60,12,1,9,30,0,0,38,112,2,1,0,stassma01
Josh Staumont,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,staumjo01
Drew Steckenrider,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,steckdr01
Spencer Steer,CIN,NL,28,95,12,20,5,0,2,8,0,1,11,26,2,0,0,steersp01
Michael Stefanic,LAA,AL,25,61,5,12,2,0,0,0,0,0,5,12,2,0,0,stefami01
Jackson Stephens,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stephja01
Tyler Stephenson,CIN,NL,50,166,24,53,9,0,6,35,1,0,12,47,3,2,0,stephty01
Cal Stevenson*,OAK,AL,23,60,5,10,3,0,0,1,1,1,8,23,0,1,0,steveca01
DJ Stewart*,BAL,AL,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,stewadj01
Trevor Story,BOS,AL,94,357,53,85,22,0,16,66,13,0,32,122,3,4,4,storytr01
Bryson Stott*,PHI,NL,127,427,58,100,19,2,10,49,12,4,36,89,1,1,0,stottbr01
Kyle Stowers*,BAL,AL,34,91,11,23,4,1,3,11,0,0,5,29,2,0,0,stoweky01
Dee Strange-Gordon*,WSN,NL,22,59,6,18,1,1,0,2,3,2,0,8,0,0,0,gordode01
Myles Straw,CLE,AL,152,535,72,118,22,3,0,32,21,1,54,87,1,4,0,strawmy01
Hunter Strickland,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strichu01
Garrett Stubbs*,PHI,NL,46,106,19,28,4,1,5,16,2,0,14,30,0,0,0,stubbga01
Eugenio Suarez,SEA,AL,150,543,76,128,24,2,31,87,0,0,73,196,8,5,0,suareeu01
Cole Sulser,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sulseco01
Jack Suwinski*,PIT,NL,106,326,45,66,11,0,19,38,4,2,41,114,4,1,1,suwinja01
Kurt Suzuki,LAA,AL,51,139,10,25,4,0,4,15,0,0,15,29,2,2,0,suzukku01
Seiya Suzuki,CHC,NL,111,397,54,104,22,2,14,46,9,5,42,110,4,3,3,suzukse01
Travis Swaggerty*,PIT,NL,5,9,0,1,0,0,0,0,0,0,0,4,0,0,0,swaggtr01
Dansby Swanson,ATL,NL,162,640,99,177,32,1,25,96,18,7,49,182,3,4,0,swansda01
Raimel Tapia*,TOR,AL,128,411,47,109,20,3,7,52,8,2,16,81,0,1,0,tapiara01
Dillon Tate,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tatedi01
Leody Taveras#,TEX,AL,99,314,39,82,14,2,5,34,11,5,21,88,2,3,0,taverle01
Chris Taylor,LAD,NL,118,402,45,89,25,3,10,43,10,1,44,160,5,3,2,tayloch03
Michael A. Taylor,KCR,AL,124,414,49,105,10,3,9,43,4,2,35,109,2,3,0,taylomi02
Tyrone Taylor,MIL,NL,120,373,49,87,21,3,17,51,3,2,22,102,7,3,0,tayloty01
Rowdy Tellez*,MIL,NL,153,529,67,116,23,0,35,89,2,1,62,121,5,3,9,tellero01
Matt Thaiss*,LAA,AL,29,69,9,15,1,0,2,8,1,0,11,24,0,1,1,thaisma01
Caleb Thielbar,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thielca01
Alek Thomas*,ARI,NL,113,381,45,88,17,1,8,39,4,3,22,74,3,5,0,thomaal01
Cody Thomas*,OAK,AL,10,30,1,8,0,0,0,0,0,0,2,12,0,0,0,thomaco01
Dillon Thomas*,LAA,AL,8,11,1,1,0,0,0,0,0,0,2,6,1,0,0,thomadi01
Lane Thomas,WSN,NL,146,498,62,120,26,2,17,52,8,4,41,132,4,5,0,thomala02
Bubba Thompson,TEX,AL,55,170,18,45,5,0,1,9,18,3,7,56,2,0,0,thompbu01
Trayce Thompson,TOT,NL,80,219,36,56,14,1,13,41,4,1,32,93,2,2,0,thomptr01
Trayce Thompson,SDP,NL,6,14,1,1,0,0,0,2,0,1,2,7,0,0,0,thomptr01
Trayce Thompson,LAD,NL,74,205,35,55,14,1,13,39,4,0,30,86,2,2,0,thomptr01
Michael Toglia#,COL,NL,31,111,10,24,8,2,2,12,1,1,9,44,0,0,0,toglimi01
Ka'ai Tom*,SFG,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tomka01
Spencer Torkelson,DET,AL,110,360,38,73,16,1,8,28,0,1,37,99,5,2,0,torkesp01
Abraham Toro#,SEA,AL,109,324,36,60,13,1,10,35,2,0,22,65,2,4,1,toroab01
Luis Torrens,SEA,AL,55,151,13,34,2,0,3,15,0,0,12,50,1,2,0,torrelu01
Gleyber Torres,NYY,AL,140,526,73,135,28,1,24,76,10,5,39,129,3,3,2,torregl01
Ezequiel Tovar,COL,NL,9,33,2,7,1,0,1,2,0,0,2,9,0,0,0,tovarez01
Taylor Trammell*,SEA,AL,43,102,15,20,9,0,4,10,2,1,13,33,0,1,0,trammta01
Alan Trejo,COL,NL,35,118,15,32,6,0,4,17,1,2,5,31,2,0,0,trejoal01
Jose Trevino,NYY,AL,115,335,39,83,12,1,11,43,2,1,15,62,2,1,0,trevijo01
Chadwick Tromp,ATL,NL,1,4,0,3,2,0,0,3,0,0,0,0,0,0,0,trompch01
Mike Trout,LAA,AL,119,438,85,124,28,2,40,80,1,0,54,139,6,1,8,troutmi01
Yoshi Tsutsugo*,PIT,NL,50,170,11,29,4,0,2,19,0,0,19,50,0,4,0,tsutsyo01
Cole Tucker#,PIT,NL,18,63,3,11,1,1,0,2,1,0,0,25,0,0,0,tuckeco01
Kyle Tucker*,HOU,AL,150,544,71,140,28,1,30,107,25,4,59,95,1,2,4,tuckeky01
Justin Turner,LAD,NL,128,468,61,130,36,0,13,81,3,0,50,89,6,8,1,turneju01
Trea Turner,LAD,NL,160,652,101,194,39,4,21,100,27,3,45,131,3,6,1,turnetr01
Justin Upton,SEA,AL,17,48,2,6,1,0,1,3,0,0,6,23,3,0,0,uptonju01
Luis Urias,MIL,NL,119,406,54,97,17,1,16,47,1,2,50,99,11,5,0,uriaslu01
Ramon Urias,BAL,AL,118,403,50,100,17,1,16,51,1,0,30,98,5,4,1,uriasra01
Gio Urshela,MIN,AL,144,501,61,143,27,3,13,64,1,0,41,96,2,7,2,urshegi01
Josh VanMeter*,PIT,NL,67,171,15,32,5,2,3,14,4,0,19,45,0,2,0,vanmejo01
Ildemaro Vargas#,TOT,NL,63,209,19,55,13,1,4,23,3,1,8,23,3,1,0,vargail01
Ildemaro Vargas#,CHC,NL,10,23,4,3,0,1,1,4,0,0,3,2,0,0,0,vargail01
Ildemaro Vargas#,WSN,NL,53,186,15,52,13,0,3,19,3,1,5,21,3,1,0,vargail01
Miguel Vargas,LAD,NL,18,47,4,8,1,0,1,8,1,0,2,13,0,1,0,vargami01
Daulton Varsho*,ARI,NL,151,531,79,125,23,3,27,74,16,6,46,145,7,5,0,varshda01
Andrew Vaughn,CHW,AL,134,510,60,138,28,1,17,76,0,0,31,96,9,5,0,vaughan01
Terrin Vavra*,BAL,AL,40,89,14,23,2,1,1,12,0,1,12,19,0,2,0,vavrate01
Christian Vazquez,TOT,AL,119,398,41,109,23,0,9,52,1,4,22,69,3,3,0,vazquch01
Christian Vazquez,BOS,AL,84,294,33,83,20,0,8,42,1,2,18,51,3,3,0,vazquch01
Christian Vazquez,HOU,AL,35,104,8,26,3,0,1,10,0,2,4,18,0,0,0,vazquch01
Andrew Velazquez#,LAA,AL,125,322,37,63,8,0,9,28,17,1,15,119,3,3,0,velazan01
Nelson Velázquez,CHC,NL,77,185,20,38,7,3,6,26,5,2,19,65,2,0,0,velazne01
Alex Verdugo*,BOS,AL,152,593,75,166,39,1,11,74,1,3,42,86,3,6,2,verdual01
Mark Vientos,NYM,NL,16,36,3,6,1,0,1,3,0,0,5,12,0,0,0,vientma01
Matt Vierling,PHI,NL,117,325,41,80,12,2,6,32,7,4,23,70,3,6,0,vierlma01
David Villar,SFG,NL,52,156,21,36,6,1,9,24,0,1,18,58,6,1,0,villada01
Jonathan Villar#,TOT,MLB,59,202,25,42,6,2,3,18,7,0,15,59,0,2,0,villajo01
Jonathan Villar#,CHC,NL,46,153,19,34,6,2,2,15,6,0,11,42,0,2,0,villajo01
Jonathan Villar#,LAA,AL,13,49,6,8,0,0,1,3,1,0,4,17,0,0,0,villajo01
Meibrys Viloria*,TEX,AL,26,63,10,10,1,0,2,5,0,0,11,29,0,1,0,vilorme01
Daniel Vogelbach*,TOT,NL,130,386,47,92,19,1,18,59,0,0,73,114,1,1,2,vogelda01
Daniel Vogelbach*,PIT,NL,75,237,29,54,10,1,12,34,0,0,40,67,0,1,1,vogelda01
Daniel Vogelbach*,NYM,NL,55,149,18,38,9,0,6,25,0,0,33,47,1,0,1,vogelda01
Stephen Vogt*,OAK,AL,70,168,18,27,4,1,7,23,1,0,17,46,2,4,0,vogtst01
Luke Voit,TOT,NL,135,500,55,113,22,0,22,69,1,1,55,179,7,6,1,voitlu01
Luke Voit,SDP,NL,82,298,38,67,18,0,13,48,1,1,39,110,3,4,1,voitlu01
Luke Voit,WSN,NL,53,202,17,46,4,0,9,21,0,0,16,69,4,2,0,voitlu01
Jason Vosler*,SFG,NL,36,98,14,26,6,1,4,12,1,1,10,29,2,1,1,vosleja01
Joey Votto*,CIN,NL,91,322,31,66,18,1,11,41,0,0,44,97,10,0,0,vottojo01
LaMonte Wade Jr.*,SFG,NL,77,217,29,45,7,1,8,26,1,0,26,51,5,1,0,wadela01
Tyler Wade*,LAA,AL,67,147,22,32,5,0,1,8,8,5,10,33,1,0,0,wadety01
Christian Walker,ARI,NL,160,583,84,141,25,2,36,94,2,2,69,131,8,7,2,walkech02
Steele Walker*,TEX,AL,5,14,1,1,0,0,1,1,0,0,2,4,0,0,0,walkest01
Chad Wallach,LAA,AL,12,35,3,5,1,0,1,4,0,0,4,9,0,0,0,wallach01
Matt Wallner*,MIN,AL,18,57,4,13,3,0,2,10,1,0,6,25,2,0,1,wallnma01
Taylor Walls#,TBR,AL,142,407,53,70,18,2,8,33,10,3,52,120,2,2,0,wallsta01
Jared Walsh*,LAA,AL,118,423,41,91,18,2,15,44,2,1,27,138,4,0,4,walshja01
Donovan Walton*,TOT,MLB,25,76,9,12,8,0,1,8,0,0,1,16,1,0,0,waltodo01
Donovan Walton*,SEA,AL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,waltodo01
Donovan Walton*,SFG,NL,24,76,8,12,8,0,1,8,0,0,1,16,1,0,0,waltodo01
Taylor Ward,LAA,AL,135,495,73,139,22,2,23,65,5,3,60,120,4,5,0,wardta01
Drew Waters#,KCR,AL,32,96,14,23,6,1,5,18,0,0,12,40,0,0,0,waterdr01
Luke Weaver,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weavelu01
Luke Weaver,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,weavelu01
J.B. Wendelken,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wendejb01
Joey Wendle*,MIA,NL,101,347,27,90,24,1,3,32,12,3,15,50,5,3,0,wendljo01
Eli White,TEX,AL,47,105,16,21,2,0,3,10,12,1,11,41,0,1,0,whiteel04
Aaron Whitefield,LAA,AL,5,11,0,0,0,0,0,0,0,0,0,5,0,0,0,whiteaa01
Luke Williams,TOT,NL,79,127,21,30,5,1,1,6,11,4,9,44,0,0,1,willilu01
Luke Williams,SFG,NL,8,12,1,3,1,0,0,3,0,0,0,4,0,0,0,willilu01
Luke Williams,MIA,NL,71,115,20,27,4,1,1,3,11,4,9,40,0,0,1,willilu01
Trevor Williams,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,willitr01
Marcus Wilson,SEA,AL,3,5,1,1,0,0,0,0,0,0,1,4,0,0,0,wilsoma02
Jesse Winker*,SEA,AL,136,456,51,100,15,0,14,53,0,0,84,103,4,3,1,winkeje01
Patrick Wisdom,CHC,NL,134,469,67,97,28,0,25,66,8,4,53,183,9,2,1,wisdopa01
Bobby Witt,KCR,AL,150,591,82,150,31,6,20,80,30,7,30,135,6,5,2,wittbo02
Tony Wolters*,LAD,NL,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,wolteto01
Connor Wong,BOS,AL,27,48,8,9,3,0,1,7,0,0,5,16,1,1,0,wongco01
Kolten Wong*,MIL,NL,134,430,65,108,24,4,15,47,17,6,46,88,14,5,2,wongko01
Austin Wynns,SFG,NL,65,162,14,42,7,0,3,21,0,0,10,38,3,1,0,wynnsau01
Mike Yastrzemski*,SFG,NL,148,485,73,104,31,2,17,57,5,1,61,141,5,6,0,yastrmi01
Christian Yelich*,MIL,NL,154,575,99,145,25,4,14,57,19,3,88,162,5,2,5,yelicch01
Juan Yepez,STL,NL,76,253,27,64,13,0,12,30,0,0,16,61,1,4,0,yepezju01
Jared Young*,CHC,NL,6,19,2,5,2,0,0,0,1,0,3,7,0,0,0,youngja02
Seby Zavala,CHW,AL,61,178,22,48,14,0,2,21,0,0,19,64,3,2,0,zavalse01
Bradley Zimmer*,TOT,MLB,109,105,18,13,5,0,2,5,3,2,5,45,6,0,0,zimmebr01
Bradley Zimmer*,TOR,AL,100,89,14,9,4,0,2,5,3,2,5,41,6,0,0,zimmebr01
Bradley Zimmer*,PHI,NL,9,16,4,4,1,0,0,0,0,0,0,4,0,0,0,zimmebr01
Mike Zunino,TBR,AL,36,115,7,17,3,0,5,16,0,0,6,46,1,1,0,zuninmi01